"","PoolID","Removal_Control","Foundation_spp","Functional_Group","Deltacover","Phyllodelta","Vol","THav"
"1",1,"Control","Phyllospadix","Anemone",-0.232980430434701,-13.5178806679001,0.291468955411903,0.927449
"2",1,"Control","Phyllospadix","ArticulatedCorallines",3.07115846082445,-13.5178806679001,0.291468955411903,0.927449
"3",1,"Control","Phyllospadix","CorticatedFoliose",0.827622161497302,-13.5178806679001,0.291468955411903,0.927449
"4",1,"Control","Phyllospadix","CorticatedMacro",-5.35143634324056,-13.5178806679001,0.291468955411903,0.927449
"5",1,"Control","Phyllospadix","Crustose",-6.72783465247008,-13.5178806679001,0.291468955411903,0.927449
"6",1,"Control","Phyllospadix","Filamentous",8.24149047536791,-13.5178806679001,0.291468955411903,0.927449
"7",1,"Control","Phyllospadix","FoiloseAlgae",10.4277686782895,-13.5178806679001,0.291468955411903,0.927449
"8",1,"Control","Phyllospadix","LeatheryMacro",-0.0415512465373961,-13.5178806679001,0.291468955411903,0.927449
"9",1,"Control","Phyllospadix","Microalgae",1.01916581163851,-13.5178806679001,0.291468955411903,0.927449
"10",1,"Control","Phyllospadix","SuspensionFeeder",1.22225182157418,-13.5178806679001,0.291468955411903,0.927449
"11",2,"Removal","Phyllospadix","Anemone",-0.141502444806638,51.6372795969773,0.230525964404787,0.940149
"12",2,"Removal","Phyllospadix","ArticulatedCorallines",-7.60885210507377,51.6372795969773,0.230525964404787,0.940149
"13",2,"Removal","Phyllospadix","CorticatedFoliose",1.91883453633343,51.6372795969773,0.230525964404787,0.940149
"14",2,"Removal","Phyllospadix","CorticatedMacro",-0.541191287598163,51.6372795969773,0.230525964404787,0.940149
"15",2,"Removal","Phyllospadix","Crustose",-3.16015071015812,51.6372795969773,0.230525964404787,0.940149
"16",2,"Removal","Phyllospadix","Filamentous",6.21848739495798,51.6372795969773,0.230525964404787,0.940149
"17",2,"Removal","Phyllospadix","FoiloseAlgae",12.3788709438435,51.6372795969773,0.230525964404787,0.940149
"18",2,"Removal","Phyllospadix","LeatheryMacro",0,51.6372795969773,0.230525964404787,0.940149
"19",2,"Removal","Phyllospadix","Microalgae",20.2100840336134,51.6372795969773,0.230525964404787,0.940149
"20",2,"Removal","Phyllospadix","SuspensionFeeder",1.38403573016108,51.6372795969773,0.230525964404787,0.940149
"21",3,"Removal","Phyllospadix","Anemone",-0.29131962645854,76.1770244821092,0.713710769925491,0.930624
"22",3,"Removal","Phyllospadix","ArticulatedCorallines",2.50483429436776,76.1770244821092,0.713710769925491,0.930624
"23",3,"Removal","Phyllospadix","CorticatedFoliose",0.527908827926301,76.1770244821092,0.713710769925491,0.930624
"24",3,"Removal","Phyllospadix","CorticatedMacro",-0.525608169763333,76.1770244821092,0.713710769925491,0.930624
"25",3,"Removal","Phyllospadix","Crustose",-9.85021453394684,76.1770244821092,0.713710769925491,0.930624
"26",3,"Removal","Phyllospadix","Filamentous",6.44116333702215,76.1770244821092,0.713710769925491,0.930624
"27",3,"Removal","Phyllospadix","FoiloseAlgae",9.30543421282544,76.1770244821092,0.713710769925491,0.930624
"28",3,"Removal","Phyllospadix","LeatheryMacro",-0.00188323917137476,76.1770244821092,0.713710769925491,0.930624
"29",3,"Removal","Phyllospadix","Microalgae",42.5257731958763,76.1770244821092,0.713710769925491,0.930624
"30",3,"Removal","Phyllospadix","SuspensionFeeder",0.812850680490031,76.1770244821092,0.713710769925491,0.930624
"31",4,"Control","Phyllospadix","Anemone",-0.107414548819544,-19.1523364758838,0.0994791085866816,0.940149
"32",4,"Control","Phyllospadix","ArticulatedCorallines",-8.71438925905287,-19.1523364758838,0.0994791085866816,0.940149
"33",4,"Control","Phyllospadix","CorticatedFoliose",0.390015600624025,-19.1523364758838,0.0994791085866816,0.940149
"34",4,"Control","Phyllospadix","CorticatedMacro",-0.349877949552482,-19.1523364758838,0.0994791085866816,0.940149
